episome	episomes
insulator	insulators
sprouting	sprout|sprouted|sprouts
guide	guided|guides|guiding
radiant	radiants
squirearchy	squirearchies
mew	mews|mewing|mewed
mineralogy	mineralogies
bolt	bolts|bolted|bolting
channelizing	channelizes|channelized|channelize
outeat	outeating|outeats
hand	handing|hands|handed
honey	honied|honeying|honeys
bendy	bendies
misled	mislead|misleads|misleading
clew	clews|clewing|clewed
buck	bucked|bucks|bucking
rippled	ripple|rippling|ripples
labialize	labializing|labialized
partook	partakes|partaken|partaking|partake
reckon	reckoning|reckons|reckoned
st	sting
proverb	proverbs|proverbing|proverbed
outlive	outliving|outlives|outlived
curd	curding|curds|curded
chuddar	chuddars
peptone	peptones
ark	arks
frillies	frilly
senate	senates
sometime	sometimes
helicoid	helicoids
dash	dashed|dashes|dashing
zealotry	zealotries
consolidated	consolidating|consolidates|consolidate
cuddy	cuddies
spacing	space|spaced|spaces|spacings
persuade	persuades|persuading|persuaded
quarrying	quarried|quarries|quarry
sacring	sacred|sacre
temporary	temporaries
bounds	binds|binding|bound
employ	employs|employed|employing
racing	raced|race|racings|races
obey	obeying|obeyed|obeys
ostler	ostlers
caribou	caribous
skirmish	skirmishes|skirmishing|skirmished
empery	emperies
jump	jumps|jumping|jumped
extortionist	extortionists
carking	cark|carks|carked
hind	hinds
ampoule	ampoules
bearing	bear|borne|bearings|bears
prestressed	prestress
lathing	lath|lathed|laths|lathings
stoking	stoke|stoked|stokes
limelight	limelights
brainstorm	brainstorms|brainstorming
furanose	furanoses
speedwell	speedwells
burdock	burdocks
executioner	executioners
restorative	restoratives
rowdyism	rowdyisms
bedder	bedders
contraindicate	contraindicates|contraindicating|contraindicated
incarceration	incarcerations
whys	why
kneecap	kneecaps|kneecapping
extravaganza	extravaganzas
reorder	reorders
undercut	undercutting|undercuts
hoiden	hoidens|hoidening|hoidened
lottery	lotteries
inhalator	inhalators
alpine	alpines
miscue	miscues|miscued|miscuing
vapour	vapours|vapoured|vapouring
pawpaw	pawpaws
sunwards	sunward
anchored	anchor|anchors|anchoring
enslave	enslaving|enslaves|enslaved
knifer	knifers
soluble	solubles
castanet	castanets
merit	meriting|merits|merited
duckboard	duckboards
overspill	overspilling|overspilt
mediate	mediated|mediating|mediates
midwife	midwifes|midwifed|midwives|midwifing
bombardier	bombardiers
infolder	infolders
down	downed|downing|downs
canasta	canastas
tack	tacking|tacks|tacked
modesty	modesties
freezer	freezers
ossification	ossifications
osmund	osmunds
quartet	quartets
elongation	elongations
computing	computes|compute|computed
koala	koalas
motile	motiles
safety	safetying|safeties|safetied
grubber	grubbers
heterozygote	heterozygotes
splatter	splattering|splatters|splattered
dib	dibbed|dibs|dibbing
raffle	raffled|raffling|raffles
dioecism	dioecisms
slanting	slanted|slant|slants
legume	legumes
supercargo	supercargoes|supercargos
bent	bend|bends|bents|bending
rummy	rummies
palmette	palmettes
subjunctive	subjunctives
bantering	banter|bantered|banters
browse	browsing|browsed|browses
address	addrest|addressing|addresses
declassify	declassified|declassifying|declassifies
absolver	absolvers
interested	interests|interest|interesting
lignite	lignites
atrocity	atrocities
floorer	floorers
plinth	plinths
onset	onsetting|onsets
bargaining	bargained|bargains|bargain
calling	call|calls|callings|called
placement	placements
mesentery	mesenteries
bedside	bedsides
often	oftens
ground	grinds|grinding|grounds|grinded|grind
mitigate	mitigates|mitigating|mitigated
pin	pinned|pins|pinning
bistort	bistorts
tuxedo	tuxedoes|tuxedos
existing	exist|existed|exists
quag	quags
pharos	pharo
coverage	coverages
disgrace	disgraces|disgracing|disgraced
doomed	doom|dooms|dooming
serviette	serviettes
arranger	arrangers
hygienics	hygienic
vigor	vigors
unbend	unbending|unbends|unbent
maxwell	maxwells
disperse	dispersed|disperses|dispersing
prod	prodding|prodded|prods
accounts	accounting|account|accounted
obvolute	obvoluted
unchoke	unchokes|unchoking|unchoked
erigeron	erigerons
depict	depicts|depicted|depicting
destruction	destructions
id	ids
anapaest	anapaests
subgrade	subgrades
overburden	overburdening|overburdens|overburdened
deftness	deftnesses
germanium	germaniums
undertone	undertoned|undertones
suspense	suspenses
sugar	sugars|sugaring|sugared
shining	shone|shines|shine
several	severals
unmew	unmewed|unmews|unmewing
countdown	countdowns
unexercised	unexercise
agriculture	agricultures
recurve	recurves|recurved|recurving
shrubbery	shrubberies
magnifier	magnifiers
winks	winking|wink|winked
jasper	jaspers
atresia	atresias
discriminating	discriminate|discriminates|discriminated
warder	warders
scutch	scutched|scutching|scutches
repartee	repartees
facility	facilities
hummer	hummers
internode	internodes
veldt	veldts
doll	dolled|dolling|dolls
moroccan	moroccans
liturgy	liturgies
monsieur	monsieurs
success	successes|succes
wench	wenched|wenches|wenching
atomise	atomises|atomised|atomising
potheen	potheens
lenitive	lenitives
trek	treks|trekking|trekked
uhlan	uhlans
composite	composited|compositing|composites
digamist	digamists
cask	casked|casks|casking
top	topping|topped|tops
unpen	unpens|unpenned|unpenning
sice	sices
chough	choughs
ferula	ferulas
ciliate	ciliates|ciliated
policewoman	policewomen
verset	versets
jeopardise	jeopardising|jeopardised
stringendo	stringendos
ammonium	ammoniums
parathyroidectomy	parathyroidectomies
melinite	melinites
tiptop	tiptops
gloriole	glorioles
faultfinder	faultfinders
diastasis	diastases
ethicality	ethicalities
blarney	blarneying|blarneys|blarneyed
yolk	yolks|yolked
hornwort	hornworts
scaling	scales|scale|scalings|scaled
somatic	somatics
brahman	brahmans
melamine	melamines
catechesis	catecheses
purifier	purifiers
lint	lints
laniard	laniards
unit	units
corrected	correct|correcting|corrects
disposed	dispose|disposing|disposes
blossom	blossoming|blossomed|blossoms
unreconciled	unreconciling
dislodge	dislodges|dislodged|dislodging
maying	may|mayn't|mayest|mayings
antlered	antler|antlers
kneecapping	kneecap|kneecaps|kneecappings
whacking	whack|whacks|whacked
crowded	crowds|crowd|crowding
taxable	taxables
abohm	abohms
cameraman	cameramen
fop	fops|fopped|fopping
lapidate	lapidating|lapidated|lapidates
tertian	tertians
guppy	guppies
gatehouse	gatehouses
interlap	interlaps|interlapped|interlapping
staggy	staggies
whirlybird	whirlybirds
enterostomy	enterostomies
corkscrew	corkscrews|corkscrewed|corkscrewing
grasshopper	grasshoppers
downcast	downcasts
pallium	palliums
fighting	fight|fightings|fought|fights
oaf	oafs
yean	yeans|yeaning|yeaned
bakery	bakeries
punishing	punished|punishes|punish
girth	girths|girthing|girthed
gang	ganging|ganged|gangs
kerchiefed	kerchiefs|kerchief
durative	duratives
smatter	smatters|smattered|smattering
cold	colds
diabolise	diabolising|diabolised
desex	desexed|desexes|desexing
crying	cries|cry|cried
underquote	underquoted|underquoting
quantification	quantifications
negatron	negatrons
unchristened	unchristen
spikefish	spikefishes
pluck	plucked|plucking|plucks
sponger	spongers
vedette	vedettes
blueness	bluenesses
hostility	hostilities
inventories	inventoried|inventory|inventorying
coy	coys|coyed|coying
farming	farmed|farmings|farm|farms
baht	bahts
interpretation	interpretations
deli	delis
unqualify	unqualifying|unqualified
sambar	sambars
postulation	postulations
argument	arguments
revisit	revisited|revisiting|revisits
terraced	terraces|terrace|terracing
spontaneity	spontaneities
amid	amids
skulker	skulkers
oscillate	oscillated|oscillates|oscillating
sars	sar
crosswalk	crosswalks
wince	wincing|winces|winced
dabbling	dabbles|dabble|dabbled|dabblings
hydrate	hydrates|hydrating|hydrated
endocrine	endocrines
erupt	erupted|erupts|erupting
pointing	points|pointed|point
cat	cats|catted|catting
costean	costeaning
unreel	unreeling|unreeled|unreels
outage	outages
indemnity	indemnities
squinter	squinters
chitchat	chitchats|chitchatting|chitchatted
gridiron	gridirons
tapeworm	tapeworms
suction	suctions
agnosia	agnosias
advisors	advisor
fossil	fossils
rammer	rammers
inane	inanes
flung	flinging|flings|fling
getter	getters|gettering|gettered
exporter	exporters
ragtime	ragtimes
chip	chipping|chipped|chips
calvities	calvity
plans	planned|plan|planning
tension	tensioning|tensioned|tensions
wiredraw	wiredrawn|wiredraws|wiredrawing|wiredrew
boxfish	boxfishes
sophistry	sophistries
bevel	bevelled|bevelling|bevels
millenary	millenaries
sphragistics	sphragistic
possum	possums
understanding	understood|understand|understands
decolourize	decolourizing|decolourized
jassid	jassids
repute	reputing|reputed|reputes
howe	howes
bucko	buckoes
submergence	submergences
circumnavigation	circumnavigations
rattletrap	rattletraps
fugued	fuguing|fugu
nonsense	nonsenses
legislate	legislating|legislates|legislated
paraplegic	paraplegics
unwrinkle	unwrinkles|unwrinkling|unwrinkled
last	lasts|lasting|lasted
loot	loots|looted|looting
geometer	geometers
tyro	tyros
unimprisoned	unimprison
diphthong	diphthonged|diphthongs|diphthonging
fa	fas
prohibit	prohibiting|prohibited|prohibits
organography	organographies
terrene	terrenes
fair	fairs|fairing|faired
professional	professionals
facsimile	facsimiles|facsimiling|facsimiled
foamer	foamers
vacillate	vacillated|vacillating|vacillates
southwester	southwesters
blended	blend|blending|blends
squamate	squamated
flop	flops|flopped|flopping
ineligible	ineligibles
uncooled	uncool
citrate	citrated|citrates
gratification	gratifications
dater	daters
arginine	arginines
almanac	almanacs
hypersensitivity	hypersensitivities
stringed	stringing
sureness	surenesses
regality	regalities
calash	calashes
umbel	umbels|umbelled
baiter	baiters
deserved	deserving|deserves|deserve
reporter	reporters
wharfage	wharfages
epiphysis	epiphyses
bullrush	bullrushes
approval	approvals
informed	informs|informing|inform
exemption	exemptions
pierrot	pierrots
sagittated	sagittate
prebendary	prebendaries
aficionado	aficionados
oddball	oddballs
interstratified	interstratifying|interstratify
cyton	cytons
slapjack	slapjacks
redone	redoes|redoing|redid|redo
gangrene	gangrened|gangrening|gangrenes
disengagement	disengagements
disclose	discloses|disclosed|disclosing
gi	gis|gied
sacred	sacring|sacre
radicalize	radicalizes|radicalizing|radicalized
byelorussian	byelorussians
caller	callers
saprophyte	saprophytes
photometer	photometers
owner	owners
semaphore	semaphoring|semaphores|semaphored
mainstream	mainstreams
hound	hounds|hounded|hounding
memorial	memorials
calcarate	calcarated
ostomy	ostomies
fuse	fused|fuses|fusing
vestment	vestments|vestmented
clientele	clienteles
jolterhead	jolterheaded
bail	bails|bailing|bailed
pinprick	pinpricked|pinpricks|pinpricking
enforce	enforcing|enforced|enforces
dancers	dancer
electrolyte	electrolytes
ballot	balloted|ballots|balloting
meter	metering|meters|metered
housing	housed|house|housings|houses
epizoon	epizoa
legitimize	legitimizing|legitimizes|legitimized
renovate	renovates|renovating|renovated
tzigane	tziganes
lotion	lotions
mandatary	mandataries
combiner	combiners
stook	stooked|stooking|stooks
trellis	trellised|trellising|trellises
retook	retaken|retake|retakes|retaking
exclaimer	exclaimers
exploitation	exploitations
performing	perform|performs|performed
irritate	irritates|irritating|irritated
educt	educts
earlock	earlocks
stratify	stratified|stratifies|stratifying
juvenility	juvenilities
rebeck	rebecks
afterthought	afterthoughts|afterthoughted
featured	features|feature|featuring
concubinary	concubinaries
attempter	attempters
remote	remoted
autodyne	autodynes
defiance	defiances
silicate	silicates
respirator	respirators
tourney	tourneying|tourneyed|tourneys
broking	broke|brokes
disc	discs|discing|disced
imprecation	imprecations
subrent	subrents
perfecto	perfectos
geniculated	geniculate
frigidity	frigidities
ahem	ahems
paradigm	paradigms
moult	moulting|moults|moulted
bumper	bumpering|bumpers|bumpered
legist	legists
autobiographer	autobiographers
avocado	avocadoes|avocados
devastate	devastating|devastated|devastates
close	closing|closes|closed
auk	auks
warranted	warrants|warrant|warranting
mapping	mappings|map|maps|mapped
outport	outports
baguette	baguettes
grafting	graft|grafted|grafts
coefficients	coefficient
goon	goons
weave	wove|weaving|woven|weaves
depositary	depositaries
subcommittee	subcommittees
watchman	watchmen
methane	methanes
expurgate	expurgates|expurgated|expurgating
ochre	ochring|ochres|ochred
gramp	gramps
spoils	spoiling|spoilt|spoil
shrimp	shrimps|shrimped|shrimping
moat	moating|moated|moats
haft	hafts|hafting|hafted
histamine	histamines
merle	merles|merling
himself	themselves
cursor	cursors
selamlik	selamliks
overage	overages
wipe	wipes|wiping|wiped
clotted	clotting|clots|clot
conquerer	conquerers
palliate	palliates|palliated|palliating
burbot	burbots
bailment	bailments
outbred	outbreed|outbreeds|outbreeding
palatalize	palatalized
curvature	curvatures
partner	partners|partnering|partnered
episode	episodes
revolutionise	revolutionised|revolutionising
trouser	trousers
grotesque	grotesques
overcoat	overcoats|overcoated|overcoating
swim	swam|swimming|swum|swims
overcrowded	overcrowds|overcrowd|overcrowding
mortice	morticed|mortices|morticing
zinnia	zinnias
conjugated	conjugates|conjugate|conjugating
doorstep	doorsteps
texture	texturing|textured|textures
spoof	spoofs|spoofed|spoofing
ashtray	ashtrays
defacement	defacements
mouser	mousers
purview	purviews
misdirect	misdirected|misdirecting|misdirects
heroine	heroines
dick	dicks
hebraist	hebraists
stibnite	stibnites
levy	levied|levying|levies
monolith	monoliths
neoplasty	neoplasties
massacrer	massacrers
rust	rusted|rusts|rusting
antiperspirant	antiperspirants
stonewall	stonewalls|stonewalling|stonewalled
bead	beading|beads|beaded
jewels	jewelling|jewel|jewelled
commas	comma|commaing
lancet	lancets
preprint	preprints|preprinting|preprinted
wallah	wallahs
cashew	cashews
camisole	camisoles
germicide	germicides
drank	drink|drunk|drinks|drinking
siphon	siphons
ballistician	ballisticians
cattery	catteries
teeter	teetering|teeters|teetered
unity	unities
incarnadine	incarnadines|incarnadining|incarnadined
carbonator	carbonators
dissector	dissectors
poachard	poachards
chivalry	chivalries
mosquito	mosquitos|mosquitoes
baronage	baronages
pecten	pectens
iris	irides
diarist	diarists
tomato	tomatoes
connote	connoting|connotes|connoted
synergy	synergies
disavowal	disavowals
colonialist	colonialists
sergeant	sergeants
wretched	wretch|wretches
ungalled	ungalling
bastioned	bastions|bastion
orders	order|ordering|ordered
ideation	ideations
geotectonic	geotectonics
borrowing	borrow|borrows|borrowed
milord	milords
oscillography	oscillographies
chieftainship	chieftainships
suckling	suckled|sucklings|suckle|suckles
stationary	stationaries
patenting	patents|patent|patented
cringing	cringe|cringes|cringed
gliding	glided|glides|glide
customize	customized|customizes|customizing
join	joined|joins|joining
engine	engines|engined|engining
iconography	iconographies
celadon	celadons
modernity	modernities
ailing	ailed|ail|ails
cryptanalytic	cryptanalytics
deafening	deafen|deafens|deafened
schizo	schizos
sensationalise	sensationalising|sensationalised
sardonyx	sardonyxes
beat	beats|beating|beaten
dedicator	dedicators
garret	garrets
striven	strive|strives|striving|strove
falsetto	falsettos
tyring	tyre|tyred|tyres
manse	manses
poolroom	poolrooms
flatling	flatlings
uncap	uncapping|uncaps|uncapped
podomere	podomeres
connection	connections
roadside	roadsides
superheat	superheating|superheated
confute	confuted|confuting|confutes
anglicism	anglicisms
his	hied|their|hi
wit	wits|witted|witting
localization	localizations
complicacy	complicacies
bled	bleed|bleeds|bleeding
middleman	middlemen
goulash	goulashes
granulator	granulators
addictive	addictives
squabbler	squabblers
tercet	tercets
suburbia	suburbias
locksmith	locksmithing|locksmiths
responsions	responsion
detester	detesters
snigger	sniggers|sniggered|sniggering
footpad	footpads
townee	townees
brawler	brawlers
boucherizing	boucherize
comminute	comminuted|comminuting
median	medians
characterizer	characterizers
betting	bets|betted|bet
reave	reaved|reaving|reaves
misdeed	misdeeds
blacklist	blacklisting|blacklists|blacklisted
conductor	conductors
softwood	softwoods
banner	banners
punishment	punishments
etiquette	etiquettes
sloven	slovens
arcticize	arcticized|arcticizing
harbor	harbors
polities	polity|politied
winder	winders
overleapt	overleaps|overleap|overleaping
trample	trampling|trampled|tramples
dibble	dibbling|dibbles|dibbled
punk	punks
directrix	directrixes|directrices
relapsing	relapses|relapse|relapsed
ruth	ruths
patron	patrons
fortuity	fortuities
externality	externalities
voce	voces
lamb	lambs|lambed|lambing
sheet	sheeting|sheeted|sheets
accompanying	accompanied|accompanies|accompany
poodle	poodles
stylus	styli
unbalance	unbalancing|unbalanced
kaliph	kaliphs
epitomise	epitomised|epitomising
overleap	overleaping|overleaps|overleapt
clang	clanging|clangs|clanged
unpierced	unpiercing
interpolator	interpolators
oosperm	oosperms
sorcery	sorceries
columbine	columbines
formalise	formalised|formalising
disbeliever	disbelievers
view	viewed|viewing|views
economics	economic
truster	trusters
stearate	stearates
glued	glues|gluing|glue
aquamarine	aquamarines
dumpling	dumplings|dumpled|dumple
polymer	polymers
copyholder	copyholders
shanny	shannies
distributions	distribution
gel	gelling|gelled|gels
outridden	outrode|outrides|outride|outriding
graphology	graphologies
scry	scrying
hostess	hostesses|hostessing|hostessed
decompose	decomposed|decomposing|decomposes
autocoid	autocoids
inwards	inward
support	supports|supporting|supported
parted	part|parting|parts
canonise	canonising|canonises|canonised
tend	tended|tends|tending
luna	lunas
nowadays	nowaday
ash	ashes|ashing|ashed
transmitted	transmit|transmits|transmitting
waterway	waterways
stipe	stipes|stiped
desalinate	desalinates|desalinated|desalinating
libeller	libellers
trephine	trephines|trephining|trephined
heptose	heptoses
beezer	beezers
anopheles	anophele
unset	unsetting|unsets
waver	wavering|wavered|wavers
implorer	implorers
triploid	triploids
ducting	ducted|ducts|ductings|duct
prim	primmed|prims|primming
unrhymed	unrhyming|unrhyme
furrowed	furrowing|furrows|furrow
phalli	phallis
expectation	expectations
skyward	skywards
galligaskins	galligaskin
tetrameter	tetrameters
pruning	prunes|pruned|prune
sadiron	sadirons
amniote	amniotes
unmanifest	unmanifested
creese	creeses
tarpon	tarpons
proctologist	proctologists
impostor	impostors
eta	etas
standard	standards
disconnection	disconnections
classroom	classrooms
pillowslip	pillowslips
necrosis	necroses
engage	engaging|engages|engaged
unbuttoning	unbuttons|unbutton|unbuttoned
lowland	lowlands
stylist	stylists
feoffer	feoffers
standardise	standardised
anion	anions
ossuary	ossuaries
gauger	gaugers
dayflower	dayflowers
concoct	concocting|concocted|concocts
generalizer	generalizers
thermoplastic	thermoplastics
grate	grates|grated|grating
tableful	tablefuls
burthen	burthening|burthens|burthened
rationalize	rationalizing|rationalized|rationalizes
nerved	nerves|nerving|nerve
flows	flowing|flowed|flow
princedom	princedoms
reduced	reduce|reduces|reducing
calisthenic	calisthenics
bulrush	bulrushes
prejudiced	prejudice|prejudices|prejudicing
frag	fragging|frags|fragged
depilate	depilates|depilating|depilated
droshky	droshkies
proctor	proctors
paste	pasted|pastes|pasting
alas	ala
fei	feis
comprehend	comprehended|comprehending|comprehends
polygene	polygenes
visitant	visitants
flanged	flanges|flanging|flange
satiety	satieties
harrow	harrowed|harrowing|harrows
hymnal	hymnals
frenzy	frenzied|frenzies|frenzying
intensive	intensives
beehive	beehives
diddler	diddlers
bluffer	bluffers
undemanding	undemanded
procathedral	procathedrals
rhabdome	rhabdomes
heroin	heroins
inundate	inundating|inundates|inundated
nationalist	nationalists
alec	alecs
ravisher	ravishers
annual	annuals
emblematise	emblematising|emblematised
signet	signets|signeting|signeted
gibbosity	gibbosities
irrelevancy	irrelevancies
unimitated	unimitating
stupa	stupas
orthostichy	orthostichies
slummer	slummers
cautery	cauteries
burnout	burnouts
deport	deports|deported|deporting
brevetcy	brevetcies
malfeasant	malfeasants
bandit	bandits
reply	replied|replies|replying
nonessential	nonessentials
gapping	gapped|gaps|gap
hometown	hometowns
invisibles	invisible
eligibility	eligibilities
quant	quanting|quants|quanted
iterance	iterances
scouring	scour|scours|scourings|scoured
linchpin	linchpins|linchpinned
braille	brailling|brailled|brailles
steersman	steersmen
glossology	glossologies
fundamental	fundamentals
gamma	gammas
pig	pigging|pigs|pigged
fowl	fowled|fowling|fowls
mistrust	mistrusted|mistrusts|mistrusting
prison	prisons
tapas	tapa
germ	germs|germing
grape	graped|graping|grapes
deflect	deflecting|deflects|deflected
incumbency	incumbencies
holm	holms
confound	confounding|confounded|confounds
agility	agilities
perplexed	perplex|perplexing|perplexes
blazing	blazed|blazes|blaze
trommel	trommels
menfolk	menfolks
dessertspoonful	dessertspoonfuls
moment	moments
cordite	cordites
mode	modes
refract	refracts|refracted|refracting
assailant	assailants
drawer	drawers
fingernail	fingernails
pouring	pours|pour|poured
reappear	reappeared|reappearing|reappears
bine	bines
bubbly	bubblies
antagonism	antagonisms
slice	sliced|slicing|slices
gym	gyms
solemnize	solemnizing|solemnized|solemnizes
crenated	crenate
midland	midlands
training	trains|train|trained|trainings
pretest	pretests|pretested|pretesting
bequest	bequests
armlet	armlets
piaffer	piaffers
biasing	biassed|bias|biassing|biases
unpile	unpiled|unpiling|unpiles
guidepost	guideposts
crapped	crapping|craps|crap
surcease	surceases|surceasing|surceased
escapee	escapees
llano	llanos
whittle	whittled|whittling|whittles
hotfoot	hotfooting|hotfoots|hotfooted
game	gamed|games|gaming
beginner	beginners
perishable	perishables
teetotaler	teetotalers
naif	naifs
smash	smashed|smashing|smashes
legibility	legibilities
conveyancing	conveyances|conveyance
allemande	allemandes
putt	putts|putted|putting
transship	transshipping|transships|transshipped
jiff	jiffs
estimator	estimators
cabana	cabanas
trending	trended|trend|trends
haematin	haematins
peripherals	peripheral
tiff	tiffs|tiffing|tiffed
stringency	stringencies
monastery	monasteries
jazz	jazzes|jazzed|jazzing
declared	declare|declares|declaring
untendered	untender
pomology	pomologies
quantifier	quantifiers
drawback	drawbacks
speculum	specula|speculums
foreshadow	foreshadowing|foreshadows|foreshadowed
bamboozle	bamboozling|bamboozled|bamboozles
depute	deputing|deputes|deputed
attest	attests|attesting|attested
chronicler	chroniclers
ferment	ferments|fermenting|fermented
ladybird	ladybirds
enumeration	enumerations
crushing	crushed|crushes|crush
reassume	reassumes|reassumed|reassuming
rend	rends|rent|rending
while	whiling|whiled|whiles
tollman	tollmen
extend	extended|extending|extends
unshared	unsharing
abolish	abolishing|abolishes|abolished
aposiopesis	aposiopeses
unfrozen	unfreezing|unfreezes|unfreeze|unfroze
thistle	thistles|thistled
imperialist	imperialists
coded	coding|code|codes
abend	abends
repurchase	repurchases|repurchased|repurchasing
genital	genitals
mishmash	mishmashes
soldiering	soldier|soldiers|soldiered
bailiff	bailiffs
quittance	quittances
etcher	etchers
grantee	grantees
knucklehead	knuckleheads|knuckleheaded
baker	bakers
swore	swears|swear|swearing|sworn
shooter	shooters
djin	djins
cockneyfy	cockneyfied|cockneyfying
slattern	slatterns
film	films|filming|filmed
haptic	haptics
ratifier	ratifiers
indentured	indentures|indenture|indenturing
cacogenic	cacogenics
logistic	logistics
finality	finalities
grommet	grommets
cenobite	cenobites
clack	clacked|clacking|clacks
canoeist	canoeists
morello	morellos
criminal	criminals
obeah	obeahs
annoyed	annoy|annoying|annoys
dismast	dismasts|dismasting|dismasted
simp	simps
privacy	privacies
dance	dancing|dances|danced
clerihew	clerihews
overshooting	overshoots|overshot|overshoot
pontiff	pontiffs
embitterment	embitterments
coequal	coequals
recontract	recontracts|recontracted|recontracting
sleep	sleeps|sleeping|slept
roller	rollers
southerner	southerners
ferule	ferules|feruling|feruled
decry	decried|decries|decrying
centrism	centrisms
undercoat	undercoated|undercoats|undercoating
scholarship	scholarships
alpha	alphas
gripsack	gripsacks
decriminalize	decriminalizing|decriminalizes|decriminalized
intangibility	intangibilities
weaponry	weaponries
vitals	vital
termites	termite
drabbet	drabbets
institutor	institutors
horrifying	horrified|horrify|horrifies
munch	munches|munched|munching
electrolyse	electrolysed|electrolyses|electrolysing
ratine	ratines
twaddler	twaddlers
convict	convicting|convicts|convicted
logotype	logotypes
complicate	complicated|complicating|complicates
aligner	aligners
track	tracked|tracking|tracks
casuistry	casuistries
scalding	scalded|scald|scalds
breeze	breezes|breezed|breezing
gift	gifts|gifting|gifted
externalise	externalising|externalised
arctic	arctics
misapprehension	misapprehensions
garrison	garrisons|garrisoning|garrisoned
vocabulary	vocabularies|vocabularied
mandrake	mandrakes
lodestar	lodestars
embosser	embossers
amphora	amphoras
sheer	sheering|sheers|sheered
expressway	expressways
arteriosclerosis	arterioscleroses
crossover	crossovers
categorize	categorizes|categorized|categorizing
lave	laves|laved|laving
brioche	brioches
pard	pards|parded
subentry	subentries
tugboat	tugboats
shipbuilder	shipbuilders
condor	condors
perk	perks|perked|perking
cummerbund	cummerbunds
luxate	luxated|luxates|luxating
access	accesses|accessed|accessing
instructorship	instructorships
rewinder	rewinders
harelipped	harelips|harelip
fallal	fallals
clubbed	clubs|club|clubbing
choirboy	choirboys
ecclesiastic	ecclesiastics
incrassate	incrassated|incrassating
z	zs|zing|zed
goal	goals|goaling|goaled
jackeroo	jackerooed|jackerooing|jackeroos
zoology	zoologies
ascender	ascenders
criminologist	criminologists
nuchal	nuchals
ennui	ennuis|ennuied
laminate	laminated|laminating|laminates
nightingale	nightingales
unlet	unletted
exercise	exercising|exercised|exercises
hustings	husting
bedgown	bedgowns
ken	kenning|kens|kent
sedate	sedated|sedating|sedates
juryman	jurymen
secularise	secularising|secularised
profound	profounds
disaffection	disaffections
knotting	knotted|knot|knots
reappearance	reappearances
honied	honey|honeying|honeys
flex	flexing|flexes|flexed
redhead	redheads|redheaded
bartender	bartenders
vas	va
loudspeaker	loudspeakers
ingrowth	ingrowths
slate	slates|slating|slated
responsibility	responsibilities
depauperize	depauperized
paschal	paschals
blatherskite	blatherskites
crossing	crossed|crosses|crossings|cross
serialize	serialized|serializes|serializing
seven	sevens
hydrogenate	hydrogenating|hydrogenated|hydrogenates
disrobe	disrobed|disrobing|disrobes
remedy	remedying|remedied|remedies
savvy	savvies|savvying|savvied
chancroid	chancroids
semanticist	semanticists
ferly	ferlying|ferlied|ferlies
bandana	bandanas|bandanaed
serigraph	serigraphs
cockboat	cockboats
extravagancy	extravagancies
expander	expanders
sphene	sphenes
disharmony	disharmonies
eyry	eyries
allowance	allowancing|allowances|allowanced
czarina	czarinas
repass	repas|repasses|repassing|repassed
pantalettes	pantaletted|pantalette
codification	codifications
feline	felines
wheen	wheens
catoptrics	catoptric
sorel	sorels
idealise	idealises|idealised|idealising
scraping	scrapes|scrapings|scraped|scrape
wise	wised|wises|wising
orthopedic	orthopedics
nuisance	nuisances
infantry	infantries
prester	presters
unstimulated	unstimulating
cowman	cowmen
mortifying	mortified|mortifies|mortify
activation	activations
knowing	knows|known|knowings|knew|know
buttercup	buttercups
paunch	paunches|paunched
mythologist	mythologists
mane	manes|maned
ginseng	ginsengs
reclaim	reclaiming|reclaims|reclaimed
pledger	pledgers
hypothyroid	hypothyroids
smelter	smelters
ulcerated	ulcerate|ulcerating|ulcerates
halt	halts|halted|halting
stylized	stylizes|stylize|stylizing
doge	doges
mossback	mossbacked|mossbacks
scene	scenes
cocked	cocking|cock|cocks
giggler	gigglers
afterbirth	afterbirths
flummery	flummeries
delimitate	delimiting|delimits|delimited
carbide	carbides
inboard	inboards
jive	jives|jived|jiving
monographer	monographers
fecundated	fecundates|fecundate|fecundating
wash	washing|washes|washed
controvert	controverted|controverts|controverting
questionnaire	questionnaires
assigner	assigners
lapse	lapses|lapsing|lapsed
slotting	slot|slots|slotted
avidity	avidities
demimondaine	demimondaines
alphabetic	alphabetics
drinkables	drinkable
ethology	ethologies
brassage	brassages
sheol	sheols
premises	premising|premise|premised
macadamize	macadamizes|macadamized|macadamizing
spousals	spousal
sangar	sangars
geodesy	geodesies
european	europeans
enthusiasm	enthusiasms
lignum	lignums
cyesis	cyeses
feeling	felt|feel|feels|feelings
olympic	olympics
complementary	complementaries
maggot	maggots
protectory	protectories
superfamily	superfamilies
underskirt	underskirts
sibship	sibships
soak	soaked|soaking|soaks
litterateur	litterateurs
lobbyman	lobbymen
concede	conceding|concedes|conceded
palp	palps|palped
bourdon	bourdons
quadrille	quadrilles|quadrilled|quadrilling
cheese	cheesed|cheesing
anticipator	anticipators
chin	chinned|chinning|chins
botanize	botanized|botanizes|botanizing
effect	effecting|effects|effected
balancer	balancers
mortgage	mortgages|mortgaged|mortgaging
legalist	legalists
undies	undy|undying
openness	opennesses
underfired	underfire
ceremonial	ceremonials
birdbrained	birdbrains|birdbrain
tequila	tequilas
isolation	isolations
rodent	rodents
