opener	openers
submerse	submerses|submersed|submersing
revelling	revelled|revel|revels|revellings
benedick	benedicks
elastic	elastics
unreceived	unreceiving
slipover	slipovers
adapter	adapters
chambered	chambering|chambers|chamber
alarmism	alarmisms
avenger	avengers
intimacy	intimacies
hedge	hedged|hedging|hedges
leeway	leeways
peripherals	peripheral
maquis	maqui
coaxer	coaxers
sib	sibbing|sibbed|sibs
gristle	gristles
throttle	throttles|throttling|throttled
otoscope	otoscopes
consols	consol
unshuttered	unshutter
circulatory	circulatories
plaint	plaints
marginate	marginated|marginating
pauper	paupers
tweedle	tweedled|tweedling|tweedles
imbrue	imbrued|imbrues|imbruing
furrow	furrows|furrowing|furrowed
megaphone	megaphoned|megaphones|megaphoning
handicraft	handicrafts
floss	flossing|flosses|flossed
concentre	concentred|concentring
synod	synods
dactylic	dactylics
substantialize	substantialized|substantializing
recipe	recipes
reave	reaves|reaved|reaving
polyglotted	polyglots|polyglot|polyglotting
unblemished	unblemishing
impasse	impasses
fleshings	fleshing
digamy	digamies
syllable	syllabling|syllables|syllabled
recourse	recourses
inhibit	inhibited|inhibiting|inhibits
macaco	macacos
nursing	nursings|nursed|nurses|nurse
diocesan	diocesans
salutatory	salutatories
gambrel	gambrels|gambrelled
ruth	ruths
ongoings	ongoing
tizzy	tizzies
coyote	coyoting|coyotes
oboe	oboes
unmew	unmewed|unmews|unmewing
aweary	awearied
snick	snicks|snicked|snicking
paediatric	paediatrics
helicoid	helicoids
catheter	catheters
etna	etnas
atropine	atropines
franked	franking|franks|frank
vaquero	vaqueros
vitalizer	vitalizers
outsit	outsits|outsitting
pokiness	pokinesses
cognize	cognizing|cognized|cognizes
magnetise	magnetising|magnetised
alibi	alibis|alibied|alibiing
newscasting	newscast|newscasts
ship	ships|shipped|shipping
phrasing	phrase|phrased|phrases|phrasings
diorite	diorites
dentist	dentists
belay	belays|belayed|belaying
diazepam	diazepams
lumped	lump|lumps|lumping
swimming	swimmings|swam|swum|swims|swim
occidental	occidentals
reman	remans|remanning|remanned|remen
janitor	janitors
eremite	eremites
lymphocyte	lymphocytes
ranchman	ranchmen
floridity	floridities
od	ods
splicing	splicings|splices|splice|spliced
hellebore	hellebores
unengaged	unengaging
relaxant	relaxants
grindstone	grindstones
interregnum	interregna|interregnums
lapstreak	lapstreaked
staying	stays|stay|stayed
wrinkled	wrinkling|wrinkle|wrinkles
gilbert	gilberts
plait	plaiting|plated|plaits|plaited
localism	localisms
reassert	reasserts|reasserting|reasserted
hangar	hangars
arterial	arterials
scyphistoma	scyphistomas
reckon	reckoned|reckoning|reckons
gallium	galliums
tuff	tuffing|tuffs
tequila	tequilas
albumen	albumens
bunged	bung|bunging|bungs
dogsbody	dogsbodies
unirritating	unirritated
gunn	gunning|gunned
lipolysis	lipolyses
untarnished	untarnishing
pan	panned|pans|panning
coolness	coolnesses
remonstrating	remonstrates|remonstrated|remonstrate
sectarianize	sectarianized|sectarianizing
diaphoresis	diaphoreses
baiter	baiters
premium	premiums
goof	goofs|goofing|goofed
dingey	dingeys
rebate	rebated|rebates|rebating
jalap	jalaps
cwm	cwms
sowbelly	sowbellies
sublease	subleased|subleases|subleasing
conch	conched|conches
aerie	aeries
weeping	weep|wept|weeps
offsetting	offset|offsets
landowner	landowners
syenite	syenites
tube	tubes|tubed|tubing
eighteens	eighteen
circumvention	circumventions
annatto	annattos
orthoptic	orthoptics
exercise	exercising|exercised|exercises
pentathlon	pentathlons
cleat	cleated|cleating|cleats
oar	oared|oaring|oars
minuteman	minutemen
unisexed	unisexes|unisex
predigest	predigests|predigested|predigesting
pavement	pavements
axoplasm	axoplasms
burgonet	burgonets
projectile	projectiles
ideology	ideologies
nave	naves
occultist	occultists
perceive	perceiving|perceives|perceived
calyculate	calyculated
aliasing	alias|aliased
herring	her|hers|herrings
surtout	surtouts
bothie	bothies
judoist	judoists
consulate	consulates|consulating|consulated
feeling	feels|feelings|feel|felt
hubbub	hubbubs
coerce	coerces|coercing|coerced
casing	casings|cases|case|cased
intensity	intensities
impasto	impastos|impastoed
auscultate	auscultates|auscultating|auscultated
rations	rationed|rationing|ration
championship	championships
chest	chested|chests
economist	economists
coat	coated|coating|coats
license	licenses|licensed|licensing
phototherapy	phototherapies
kotow	kotowed|kotows|kotowing
sprayer	sprayers
areca	arecas
kinematics	kinematic
dealers	dealer
revalue	revalued|revaluing|revalues
mentality	mentalities
edited	edit|edits|editing
enabler	enablers
glycine	glycines
storied	storying|stories|story
economise	economised|economising
voce	voces
tuft	tufts|tufting|tufted
ruckle	ruckling
tael	taels
joss	josses
immersed	immersing|immerse|immerses
niece	nieces
noetic	noetics
stuffing	stuffings|stuffed|stuffs|stuff
depict	depicted|depicts|depicting
blanket	blankets|blanketed|blanketing
golliwog	golliwogs
mecca	meccas
waggon	waggoned|waggons|waggoning
kinsman	kinsmen
pomfret	pomfrets
terry	terries
termites	termite
skill	skilling|skills|skilled
satanist	satanists
chessboard	chessboards
tobacco	tobaccoes|tobaccos
suds	sud
unaided	unaiding
scarf	scarfed|scarfs|scarfing|scarves
amputation	amputations
ratifier	ratifiers
crazed	crazing|craze|crazes
consummation	consummations
deacidify	deacidifying|deacidified
despoiler	despoilers
dump	dumps|dumping|dumped
informatic	informatics
intercept	intercepts|intercepted|intercepting
homburg	homburgs
flops	flopping|flop|flopped
bolsterer	bolsterers
did	doing|doesn't|do|don't|didn't|done|does
disbarment	disbarments
overdriven	overdrive|overdrove|overdrives|overdriving
ovisac	ovisacs
supersaturated	supersaturate|supersaturating|supersaturates
newt	newts
arthropod	arthropods
pollock	pollocks
chaplaincy	chaplaincies
crowfoot	crowfoots|crowfooted|crowfeet
waylaid	waylays|waylaying|waylay
working	workings|worked|work|works
locative	locatives
hakeem	hakeems
engird	engirding|engirds|engirded
mope	moped|mopes|moping
malleate	malleating|malleated
remitter	remitters
drizzle	drizzles|drizzling|drizzled
cotangent	cotangents
careen	careened|careens|careening
loose	loosing|looses|loosed
jabot	jabots
sucker	suckered|suckering|suckers
preconize	preconizing|preconized
zealot	zealots
ergonomic	ergonomics
aesthetes	aesthete
sexagenarian	sexagenarians
conjoin	conjoining|conjoined|conjoins
toils	toiling|toil|toiled
athlete	athletes
plastron	plastrons
tinned	tinning|tins|tin
porcupine	porcupines
trial	trials
weapons	weapon
crimp	crimped|crimping|crimps
poking	pokes|poked|poke
portress	portresses
signalling	signals|signal|signalled
chronic	chronics
reveller	revellers
eternity	eternities
raceme	racemes|racemed
eight	eights
multiple	multiples
deceased	deceases|deceasing|decease
unfinished	unfinish
pigeon	pigeons
celibacy	celibacies
twister	twisters
addendum	addendums
nebula	nebulas|nebulae
clinch	clinching|clinched|clinches
undeclined	undeclining
credibility	credibilities
peregrinate	peregrinated
nautical	nauticals
fade	fading|faded|fades
demarcating	demarcates|demarcated|demarcate
sonance	sonances
gadding	gadded|gads|gad
until	untilled|untilling
disabuse	disabuses|disabusing|disabused
precent	precented|precents|precenting
capriccio	capriccios
harelip	harelips|harelipped
kneader	kneaders
leadership	leaderships
swerving	swerves|swerved|swerve
ah	ahs
isolationist	isolationists
pompom	pompoms
divine	divined|divines|divining
squish	squished|squishes|squishing
backbite	backbitten|backbites|backbit|backbiting
panama	panamas
kissing	kissed|kiss|kisses
paddy	paddies
recombination	recombinations
quarreller	quarrellers
wants	wanting|wanted|want
nature	natured|naturing|natures
ornamentation	ornamentations
perigon	perigons
papilloma	papillomas
digitized	digitizes|digitize|digitizing
scutcher	scutchers
chagrin	chagrining|chagrins|chagrined
snarl	snarling|snarled|snarls
brighten	brightens|brightening|brightened
entombment	entombments
monopolist	monopolists
publication	publications
charcoal	charcoals|charcoaling|charcoaled
oversubtlety	oversubtleties
charm	charmed|charming|charms
heartening	heartens|hearten|heartened
lovebird	lovebirds
unconsenting	unconsent|unconsented
burglar	burglars
forgive	forgiving|forgiven|forgave|forgives
kenaf	kenafs
fuchsine	fuchsines
munnion	munnions
steelify	steelifying|steelified
carful	carfuls
absorbing	absorbs|absorbed|absorb
fens	fen
suiting	suitings|suit|suits|suited
busk	busking|busks|busked
spillikin	spillikins
studies	study|studied|studying
childhood	childhoods
kendo	kendos
feature	featuring|featured|features
loupe	louping|louped|loupes
overfreight	overfreighted
fulfilled	fulfils|fulfill|fulfilling
chutzpah	chutzpahs
unconfined	unconfine|unconfining
outgoing	outgoings|outgoes|outwent|outgo|outgone
rehang	rehangs|rehanging|rehanged
humanitarian	humanitarians
albumin	albumins
unlanded	unland
crawler	crawlers
mourning	mourn|mournings|mourned|mourns
hers	her|herring
folded	fold|folding|folds
scout	scouted|scouts|scouting
strangler	stranglers
inveigle	inveigling|inveigled|inveigles
suffragan	suffragans
cirriped	cirripeds
equilibrate	equilibrating|equilibrates|equilibrated
doubter	doubters
peddler	peddlers
topsides	topside
transmogrification	transmogrifications
fathom	fathoming|fathoms|fathomed
misogamy	misogamies
piaffe	piaffed|piaffes|piaffing
fontanel	fontanels
alma	almas
upload	uploading|uploaded|uploads
cragged	crags|crag
xenon	xenons
shrimping	shrimp|shrimps|shrimped
removed	removing|remove|removes
hoofer	hoofers
kaffiyeh	kaffiyehs
swag	swagged|swagging|swags
swede	swedes
duresse	duresses
mass	masses|massing|massed
onwards	onward
demoniac	demoniacs
charism	charisms
perpend	perpends|perpended|perpending
rebutter	rebutters
provoking	provoke|provokes|provoked
bob	bobs|bobbed|bobbing
harden	hardened|hardens|hardening
deregulate	deregulating|deregulated|deregulates
shibboleth	shibboleths
opus	opera
hypertrophy	hypertrophying|hypertrophied|hypertrophies
lb	lbs
trump	trumping|trumps|trumped
doom	doomed|dooms|dooming
absconder	absconders
countersink	countersank|countersinks|countersinking|countersunk
alkalinity	alkalinities
goodwife	goodwives
uprising	uprisen|uprisings|uprise|uprose|uprises
unroot	unroots|unrooted|unrooting
finis	fini
extended	extends|extending|extend
chare	charing|chared|chares
unpronounced	unpronounce|unpronouncing
accommodator	accommodators
wept	weep|weeping|weeps
caul	cauls
tontine	tontines
odour	odours|odoured
dehumanize	dehumanizes|dehumanizing|dehumanized
base	basing|bases|based
kashruth	kashruths
pulling	pullings|pulled|pulls|pull
knitting	knitted|knits|knittings|knit
sprite	sprites
salsify	salsifies
stomachache	stomachaches
mature	matures|maturing|matured
divinize	divinizes|divinized|divinizing
dieselize	dieselized|dieselizing
spindling	spindled|spindle|spindles
sulphite	sulphites
gusto	gustoes
reinduce	reinduces|reinducing|reinduced
chauffeur	chauffeurs|chauffeuring|chauffeured
emission	emissions
emasculate	emasculated|emasculates|emasculating
calyx	calyxes
causerie	causeries
substructure	substructured|substructures
shikar	shikarred|shikarring|shikars
pentahydrate	pentahydrated
buoyancy	buoyancies
projects	projected|projecting|project
prefabricated	prefabricating|prefabricate|prefabricates
requester	requesters
budded	bud|buds|budding
smacksman	smacksmen
here	heres
neglected	neglecting|neglect|neglects
hearthstone	hearthstones
hydrogenize	hydrogenized|hydrogenizing
audiometer	audiometers
ungarnished	ungarnish
versicoloured	versicolour
seraph	seraphim|seraphs
humanize	humanizing|humanizes|humanized
cabana	cabanas
scunnered	scunner|scunners|scunnering
woe	woes
carte	carted|carting|cartes
containment	containments
seaweed	seaweeds
swelter	swelters|sweltering|sweltered
fiftieth	fiftieths
detrain	detrains|detraining|detrained
ad	ads
mikado	mikados
coalesce	coalesced|coalesces|coalescing
crossbar	crossbars|crossbarred|crossbarring
protectory	protectories
stultify	stultifies|stultified|stultifying
consociate	consociated|consociating
permission	permissions|permissioned
configure	configured|configuring|configures
endosarc	endosarcs
examine	examines|examining|examined
tippling	tippled|tipples|tipple
situate	situates|situated|situating
limen	limens
billboard	billboards
swizzle	swizzled|swizzles|swizzling
scutate	scutated
unfathered	unfather
septate	septated
acknowledgement	acknowledgements
larboard	larboards
paring	pare|pares|parings|pared
arrive	arrives|arriving|arrived
undignified	undignify
footsie	footsies
greenery	greeneries
chayote	chayotes
alec	alecs
curtain	curtaining|curtained|curtains
clarinetist	clarinetists
handbag	handbags
picul	piculs
protracted	protract|protracting|protracts
boding	bode|bodings|boded|bodes
horseshoer	horseshoers
chignon	chignons
solver	solvers
quin	quins
shutter	shuttering|shuttered|shutters
ambient	ambients
porky	porkies
apsis	apses
preadvise	preadvising|preadvised
union	unions|unioned
endogen	endogens
cupidity	cupidities
jab	jabs|jabbed|jabbing
correlate	correlated|correlating|correlates
eversion	eversions
unswerving	unswerved
divisor	divisors
versification	versifications
amass	amasses|amassed|amassing
mortuary	mortuaries
oestrum	oestrums
pleadings	pleading
boyhood	boyhoods
hurl	hurls|hurling|hurled
intrude	intruding|intruded|intrudes
attenuator	attenuators
microcopy	microcopied|microcopying|microcopies
pitying	pities|pitied|pity
skyline	skylines|skylined|skylining
liken	likened|likens|likening
antiphon	antiphons
papaya	papayas
skiddoo	skiddooing|skiddooed|skiddoos
snake	snaked|snaking|snakes
unsaddle	unsaddling|unsaddled|unsaddles
squaring	squared|square|squares
honour	honouring|honoured|honours
investiture	investitures
relinquish	relinquishes|relinquished|relinquishing
balkanize	balkanizing|balkanized
princedom	princedoms
append	appends|appended|appending
breast	breasted|breasts|breasting
incorrupt	incorrupted
rhubarb	rhubarbs
earthed	earthing|earths|earth
televise	televising|televises|televised
wonder	wondering|wondered|wonders
concluder	concluders
emender	emenders
migration	migrations
martlet	martlets
purist	purists
arrestor	arrestors
soporific	soporifics
overstress	overstressed
unexact	unexacting|unexacted
jeering	jeer|jeered|jeers
phyllome	phyllomes
excoriate	excoriating|excoriates|excoriated
modem	modems
middling	middled|middles|middle|middlings
diploe	diploes
suspender	suspenders
passageway	passageways
foretooth	foreteeth
thought	think|thoughts|thinks|thinking
antelope	antelopes
encomium	encomiums
interpreting	interpret|interpreted|interprets
damson	damsons
photosensitize	photosensitized|photosensitizing|photosensitizes
muzzle	muzzled|muzzling|muzzles
mos	mo|moss
depredation	depredations
anybody	anybodies
octette	octettes
overdrive	overdriving|overdrove|overdrives|overdriven
bulging	bulge|bulges|bulged
monotheist	monotheists
hornet	hornets
kerosene	kerosenes
commentator	commentators
oxtail	oxtails
gluttony	gluttonies
cosmopolitan	cosmopolitans
objector	objectors
begirt	begirding|begirds|begird
thurible	thuribles
duodecillion	duodecillions
impresario	impresarios
sparkless	sparkles
buffet	buffets|buffeting|buffeted
treason	treasons
caprice	caprices
hipster	hipsters
rotor	rotors
bated	bate|bates|bating
shortcut	shortcuts
stabilise	stabilised|stabilising
settlings	settling
zaffer	zaffers
godown	godowns
moss	mossed|mos|mossing|mosses
valse	valses
dreadful	dreadfuls
puncture	punctures|puncturing|punctured
mettled	mettles|mettle
middy	middies
nubility	nubilities
nuts	nutted|nut|nutting
gloaming	gloams|gloam|gloamings
magnetize	magnetizes|magnetized|magnetizing
authority	authorities
prussian	prussians
salaried	salarying|salaries|salary
preprocessing	preprocessed|preprocess
nightspot	nightspots
factotum	factotums
homage	homaged|homaging|homages
vitiate	vitiates|vitiated|vitiating
